sex,alcohol,tobacco,pm25,water,sanitation,diabetes,tuberculosis,mortality
0,21.1529,37.3,19.04740747,97.6355731996119,86.3968372517735,5.3,6.2,22.6
0,23.29998,47.9,7.484387015,95.8873999502315,90.4679567791648,7.0,23.0,27.8
0,10.48831,17.9,6.642383374,98.9859634045501,77.8376893201704,4.7,3.3,10.0
0,18.12455,25.2,7.838263466,95.3761376769229,79.0095490331652,5.2,7.1,12.2
1,5.23832,17.4,9.261773306,94.3637135468122,74.5790520428957,9.6,27.0,7.8
0,14.37754,26.9,5.565330197,99.6399023078221,89.8499364694327,6.1,3.5,12.4
0,16.50116,21.2,10.37250919,99.8890378286415,98.0211602039154,5.2,10.0,13.4
1,5.12246,25.1,16.19572343,94.8380753965027,77.3008507527502,7.8,42.0,14.2
0,19.65862,31.4,13.8086903,99.8877153712737,96.5266492352619,5.3,5.4,15.9
1,5.39399,21.8,10.37350411,94.9237932740768,94.2752193358277,7.8,28.0,11.7
0,18.28931,33.1,8.917701837,94.452350921808,77.185010257651,9.6,26.0,16.5
1,4.57514,24.3,19.11555836,98.935528476486,82.5255567493,5.7,6.5,11.5
1,3.43633,22.8,12.50133169,99.8605850471682,88.1764706143817,6.6,10.0,8.2
1,4.82148,29.7,18.42206445,87.0781782927788,77.9180968031547,6.0,13.0,16.4
0,14.84425,28.3,5.596788665,99.6345478282001,89.3688075783633,5.8,4.8,13.0
1,5.99413,23.7,12.01165835,97.1112722593105,85.2433985471785,5.9,19.0,13.5
1,5.14287,31.9,11.40575038,99.7041454123987,89.6653814027227,5.3,7.2,7.3
0,17.23442,25.9,12.99522944,99.9375424388773,97.9474146688473,5.2,15.0,14.2
0,14.41696,29.8,5.647572855,99.7388798657575,95.5559870552039,5.0,3.9,9.6
0,16.16159,26.3,12.6724532,99.7145045402121,93.1857079595546,4.8,8.9,13.0
1,3.27664,33.5,14.46980163,99.133636394478,88.3851933544279,5.1,4.4,8.2
1,4.82148,29.7,17.48896034,88.5990544332302,79.550401067569,6.0,12.0,16.1
1,5.71392,22.5,10.15031354,99.6742915425469,93.1722676705514,4.5,5.0,7.7
1,4.88897,20.1,6.373112438,99.3692904700805,88.7273009247011,5.8,5.3,7.4
1,4.28697,17.1,9.785959755,99.9188291924832,98.8018289360977,5.3,4.0,9.0
1,4.17948,18.2,5.647572855,99.7388798657575,95.5559870552039,5.0,3.9,7.1
0,18.39543,31.6,22.779038,91.0381221995915,97.49891152472,9.0,17.0,24.6
1,3.4347,23.2,15.57380293,99.7651324768156,76.8290218641798,8.6,4.4,5.7
1,5.1958,23.3,13.81779708,96.6999991882823,98.8055485791026,5.9,7.6,7.2
1,4.62202,25.0,15.71146331,99.9820641587202,97.4662137375054,6.6,7.1,10.4
1,3.4328,18.2,6.809186658,96.0427759961928,78.9668124098955,3.2,2.9,8.0
0,12.8011,48.3,15.58861663,99.741113800891,76.8160560184954,9.3,4.8,10.6
0,18.39543,29.4,22.74705532,90.6905867680132,97.6993914794642,9.0,16.0,23.5
1,4.72189,22.9,22.60332523,98.5790412669083,83.0866202639015,5.7,8.0,12.7
1,3.09854,17.0,6.695799295,99.0402463525688,77.7617837400727,4.7,4.1,7.5
0,13.03324,26.4,12.9910498,99.7724155281172,88.1763623150836,8.0,13.0,12.9
1,4.3703,20.3,10.16512436,98.7844096414334,97.340865611524,5.6,6.5,10.1
0,18.03671,34.9,11.40575038,99.7041454123987,89.6653814027227,5.3,7.2,14.0
1,4.41575,26.7,6.170044152,99.569250436722,95.2904703647744,4.2,7.1,8.4
0,18.10182,35.7,23.69389027,92.3521229835978,94.9007590304201,9.0,21.0,27.0
1,4.68963,19.6,16.96940443,98.2743209096652,84.0414422543287,5.8,3.9,8.0
1,5.57179,25.1,12.24528447,99.8937530093415,96.6378502188444,5.3,5.8,9.1
0,21.00366,35.8,16.71289546,97.8810008546094,87.7057679452498,5.3,5.6,20.0
1,3.38644,25.8,7.27897533,99.3116805559943,77.3930361228654,4.7,8.2,8.6
1,4.83714,18.7,8.893342519,94.6233415941133,82.5702935507059,9.6,23.0,7.3
1,4.3703,18.4,9.868317849,99.9188311329772,98.3775433922739,5.6,5.4,9.5
1,5.44147,19.8,10.06890585,99.5340819574653,95.7982686479148,5.9,8.3,7.4
0,16.16159,25.8,12.6724532,99.7311343274755,94.4776661201223,3.6,8.1,13.0
0,19.33714,42.1,10.37350411,94.9814964714414,95.3067363442577,5.8,30.0,28.4
1,4.25363,19.6,5.688407622,99.6905330218653,95.4644010070281,4.2,5.4,7.2
0,16.73585,37.4,18.36521464,99.1491280746985,82.4889277960519,5.8,2.8,21.0
1,4.80292,17.4,10.21445169,99.8769077507623,98.0351439074798,5.2,9.9,9.3
1,3.27664,31.9,14.51537033,99.0320361272461,89.8690229079641,5.1,4.4,8.0
0,16.73585,37.4,18.36521464,99.1847298839003,82.4934011491699,5.8,2.9,21.0
0,19.65862,31.4,15.57511307,99.8847042063294,96.4710505923307,5.3,5.5,16.2
0,17.66167,39.4,17.48896034,88.5990544332302,79.550401067569,6.0,12.0,30.9
1,5.57179,25.1,16.08934354,99.8815299716736,96.4025187698954,6.6,5.5,9.3
1,5.74515,26.1,8.786223954,95.110637383493,74.3613244730992,5.2,8.9,9.1
1,5.71392,22.5,11.90044543,99.7237508144043,92.8436765381576,4.5,8.0,8.0
0,16.50116,21.2,10.21445169,99.8769077507623,98.0351439074798,5.2,9.9,13.4
1,5.45854,25.6,12.16821803,98.9026191314884,99.6668596059336,6.6,6.0,7.9
0,16.24359,26.8,10.82992224,97.593687158432,96.2829017940545,5.6,7.0,14.7
0,10.48831,17.0,6.642383374,98.8231103374865,78.0697240854488,3.6,3.3,10.0
0,17.23442,25.9,11.43181815,99.9254205134276,97.9726682298537,5.2,15.0,13.7
0,17.22221,35.8,16.49434933,100.0,87.8406452689023,7.0,5.0,29.8
0,17.70949,25.7,20.9420236,92.4653166370993,67.1524981301922,7.5,10.0,17.6
0,19.19822,33.1,12.30410306,98.9078081893026,99.6644666625279,6.6,8.1,14.2
1,5.54587,22.3,7.664546609,95.4634729455313,79.1116976940894,5.2,7.3,8.4
0,18.12455,23.7,7.916850375,95.5500823112871,79.2171195607628,5.2,7.0,11.6
1,5.14287,31.9,11.40575038,99.7041454123987,89.6653814027227,5.3,7.2,7.3
0,11.33929,37.7,14.2538714,98.9812373437398,90.6071543599725,5.1,4.7,17.2
1,5.45854,25.0,12.16821803,98.8963233865813,99.6719798816291,4.6,4.4,7.9
1,3.78689,21.6,12.9910498,99.7724155281172,88.1763623150836,8.0,13.0,8.2
1,4.71538,24.2,13.29038466,96.7998792215254,95.5656865806852,6.6,6.9,11.4
0,17.69386,28.8,13.20164452,99.6812368611916,86.4800687035348,4.8,9.5,14.2
1,4.71538,24.2,10.4485287,97.9905938239385,96.6379323089358,5.6,6.7,10.2
1,5.11049,23.0,5.893562381,96.9983883839698,90.4197250146097,7.0,10.0,8.8
0,18.03671,35.2,11.40575038,99.3757379814726,89.4467659719233,5.4,9.1,14.0
0,18.39543,31.6,22.76911952,91.7114454501724,96.3291841604182,9.0,19.0,26.5
0,18.05577,22.5,7.854094218,95.9914050398065,79.7967984554687,3.0,4.5,11.2
0,18.24929,55.1,15.55702788,94.5574940718317,76.14851511961,7.8,49.0,34.3
0,14.37754,26.9,5.565330197,99.6379253571289,89.6895605037132,5.8,3.6,12.4
1,4.2488,22.2,11.51731149,99.9749763033033,97.4868267304242,5.3,5.9,9.6
0,19.13814,27.5,11.88161987,99.9029467901847,96.8075553378322,5.3,7.1,15.2
0,21.00366,35.8,16.73176229,97.8813135588744,88.0348085310808,5.3,5.4,19.8
1,3.21568,19.6,20.29490103,95.4370137359438,78.9616546509494,6.6,8.7,7.6
0,16.46993,38.0,18.49542534,99.042326711847,82.497969334735,5.7,5.8,21.7
1,3.86129,36.7,17.37070897,99.296445502863,85.5140737708146,5.1,5.4,8.9
0,12.05698,15.4,5.833587216,98.1835638232079,78.9961445180465,3.2,2.4,10.5
1,5.57008,30.9,13.61154039,98.5895541002839,88.9977880462683,5.4,9.0,7.5
1,5.9053,27.3,20.48778139,97.3921285255564,86.0524595064237,11.7,6.8,12.0
1,5.39399,21.8,10.37350411,94.9814964714414,95.3067363442577,5.8,30.0,11.7
1,4.71538,24.2,10.82992224,97.593687158432,96.2829017940545,5.6,7.0,10.7
1,3.11558,30.5,14.2538714,98.8796370735112,92.076235052132,6.4,2.1,8.0
0,14.41696,30.5,5.647572855,99.7096130354211,95.4918109153409,4.2,5.4,9.6
1,5.1958,23.3,13.15189172,96.6999977062919,98.714353917625,11.7,7.5,7.3
0,19.29576,52.5,13.78739916,95.118973137701,78.6223735524012,7.8,40.0,31.9
0,17.25542,28.6,9.728788477,99.5671426373018,89.9654142909252,10.3,6.9,12.8
0,19.55246,36.7,15.07698542,98.2078497789465,88.8473028798847,6.6,9.3,15.9
1,5.5633,26.6,12.31952644,98.9044748151298,99.6653567714962,6.6,6.1,8.1
1,5.8123,26.9,16.73176229,97.8813135588744,88.0348085310808,5.3,5.4,10.2
0,16.50116,21.2,10.35539774,99.8647846689634,98.0489732369241,5.2,8.9,12.7
1,4.88897,20.1,7.018955644,98.1780814693564,88.2462113356111,5.8,6.7,8.0
0,17.59996,22.4,10.06890585,99.5340819574653,95.7982686479148,5.9,8.3,12.0
0,15.96408,30.0,15.71146331,99.9820641587202,97.4662137375054,6.6,7.1,14.7
0,12.71871,26.6,16.08828133,92.9673571734084,79.0230000842319,5.1,4.2,11.3
1,4.68963,19.6,16.96940443,98.2743209096652,84.0414422543287,5.8,3.9,8.0
0,14.64187,17.8,9.785959755,99.9188271844994,98.7226984310222,5.3,3.8,12.6
1,5.9053,27.3,20.7873617,97.513336972409,86.0837072030318,5.3,6.2,11.7
1,4.80883,20.2,8.254802244,95.0865778018333,92.1942203619852,9.1,16.0,7.0
1,5.05029,25.9,27.29182037,93.235046549518,92.7894861173701,6.6,21.0,13.4
0,12.8011,50.1,17.13237684,98.9628141538222,76.5904409681458,9.3,6.1,12.9
0,14.99871,21.9,9.286433949,99.1813090439104,97.6887725645573,5.6,5.9,13.8
1,5.14287,31.9,11.40575038,99.5097812620216,89.5200694726426,5.4,8.3,7.3
1,3.43633,22.8,13.4950264,99.8958503496077,89.0303674804086,6.6,8.1,8.1
0,13.03324,26.4,12.9910498,99.8076855516282,88.1764073936104,6.6,31.0,12.9
1,5.99413,23.8,12.01165835,96.2544132459902,83.6060839569293,7.8,24.0,13.5
0,19.29576,51.1,12.208934,95.9692852409253,82.4505578384451,7.8,28.0,31.8
0,16.89192,30.5,8.254802244,95.0865778018333,92.1942203619852,9.1,16.0,15.4
0,18.24929,55.1,18.08881031,93.7166718751434,72.7387998589388,6.6,50.0,37.5
1,5.58297,34.5,14.50094818,98.7743527023135,99.6663719734666,6.6,8.5,8.9
1,4.25363,22.1,5.44671115,99.6514249285855,95.4080837164555,4.2,8.1,7.6
1,5.08809,21.6,12.76304285,99.7061859928,91.4916708886207,4.8,9.2,8.3
0,16.46993,38.6,19.11555836,98.935528476486,82.5255567493,5.7,6.5,24.1
1,5.45153,20.9,11.92460308,99.9061155783909,96.8660674565551,5.3,7.0,9.1
1,4.62202,25.0,12.72082828,99.9785206663731,97.4765938047399,5.3,5.7,9.8
1,4.71538,24.2,13.56725749,97.1967863728046,95.9254924225795,5.6,7.4,10.8
0,19.19822,29.8,12.31952644,98.9044748151298,99.6653567714962,6.6,6.1,13.8
0,16.16159,25.8,12.6724532,99.7228120895798,94.0583186572838,4.8,7.7,13.0
1,4.41575,26.7,7.469532494,99.5478301562402,95.2600219000093,4.2,6.5,8.2
1,4.61404,25.4,18.36521464,99.0779266373617,82.4912747148957,5.7,4.5,10.4
1,5.58297,34.5,16.0961842,98.6030953433877,99.6679396794352,6.6,9.2,8.8
1,3.08387,23.9,13.32212417,99.931118095047,90.7381244117443,6.6,13.0,8.2
0,21.73064,50.3,12.01165835,96.8256718966414,85.2433985471785,5.9,16.0,31.2
0,17.23442,25.9,10.88658588,99.9011626850927,98.0071177674455,5.2,12.0,13.4
0,21.73064,50.3,12.01165835,96.5399613194845,84.676638852621,7.8,20.0,31.2
0,23.12288,49.5,13.0260807,86.3826378165953,86.6058643089609,7.8,61.0,33.9
1,3.69603,12.0,5.698616135,100.0,79.0312466274538,5.5,4.9,7.0
1,4.61404,25.6,18.36521464,99.1491280746985,82.4889277960519,5.8,2.8,10.4
1,5.57008,30.9,14.99131566,98.3342615421015,88.8446359315583,5.4,9.1,7.6
0,12.8011,50.1,14.41331917,99.2223052535276,76.6597540848503,9.3,5.5,12.2
1,5.57008,30.9,13.68529611,98.4614905519153,88.9214281642506,5.4,9.0,7.8
0,17.59996,22.4,10.06890585,99.5272329799709,95.4702248551528,5.9,6.1,12.0
1,6.59207,26.4,8.648386553,95.1354571337196,90.6341428062772,6.6,25.0,12.3
0,18.80739,27.7,12.16821803,98.8963233865813,99.6719798816291,4.6,4.4,12.9
1,3.09854,19.7,6.652507161,99.0945373884365,77.686605667066,4.7,5.2,7.7
1,4.26953,18.0,5.62877844,99.6306260454773,88.8876776880585,5.8,5.6,7.3
1,3.62324,13.1,5.690458273,99.7891571990953,79.0149871785913,3.2,2.6,7.0
0,17.66167,39.4,20.010989,87.0110028688324,74.7492261818032,6.6,18.0,33.5
1,6.59207,26.4,7.484387015,95.8873999502315,90.4679567791648,7.0,23.0,11.3
1,5.12689,24.1,12.83901513,99.6729240850562,84.8330390378037,4.8,9.1,8.7
0,17.33298,24.4,16.96940443,98.2743209096652,84.0414422543287,5.8,3.9,14.8
0,17.38058,37.6,17.54829004,91.6231144609795,82.9268272556232,6.0,10.0,30.7
1,3.53716,19.5,16.08828133,92.9673571734084,79.0230000842319,5.1,4.2,6.8
0,15.27233,37.9,7.400644792,99.5266848116366,95.2331144269506,6.6,7.5,12.1
0,18.67462,27.9,22.6420051,88.9144993074404,97.9179700111463,6.8,12.0,22.8
0,13.03324,26.4,12.9910498,99.7900477360276,88.1763822133568,8.0,12.0,12.9
0,14.64187,17.8,9.785959755,99.9188291924832,98.8018289360977,5.3,4.0,12.6
0,18.67462,27.9,22.6420051,88.9144993074404,97.9179700111463,6.8,12.0,22.8
1,5.23832,17.4,8.917701837,94.452350921808,77.185010257651,9.6,26.0,7.5
1,5.39399,21.8,10.37350411,94.9814964714414,95.3067363442577,5.8,30.0,11.7
0,15.27233,37.9,7.469532494,99.5478301562402,95.2600219000093,4.2,6.5,12.0
1,5.09315,22.8,22.76911952,91.7114454501724,96.3291841604182,9.0,19.0,12.8
1,4.41575,26.7,7.400644792,99.5266848116366,95.2331144269506,6.6,7.5,8.6
0,19.22118,24.1,11.80580716,99.9160427536765,96.8824891248943,6.9,5.0,15.2
0,14.67182,25.5,12.07642052,99.9726179948876,97.4936622830349,5.3,5.3,11.7
0,19.13814,27.5,11.77992518,99.8998405268407,96.7500429615828,5.3,7.7,15.6
1,5.34309,24.4,11.78077521,95.6848313046139,81.3065475524591,7.8,32.0,13.8
0,18.36997,25.0,16.70789043,96.5455780216859,82.0133130633235,7.5,6.1,15.6
0,14.67182,26.9,12.42053652,99.9737989276451,97.4902356962101,5.3,5.2,12.0
1,3.4347,23.2,15.57380293,99.7650627352206,76.8445151082956,8.6,8.3,5.7
0,23.29998,47.9,7.749831914,95.5039328797556,90.5399088654507,7.0,25.0,28.7
1,5.05029,25.9,23.69389027,92.3521229835978,94.9007590304201,9.0,21.0,13.0
1,3.4347,23.2,15.57380293,99.7651923631792,76.8146494836512,9.3,6.2,5.7
1,3.4328,18.2,6.595638323,95.5075787474431,78.9616546509494,6.6,7.9,8.1
1,5.57809,19.0,7.854094218,95.9914050398065,79.7967984554687,3.0,4.5,8.1
1,5.9053,27.3,18.71154684,97.7582259753032,86.7232031858229,5.3,5.2,11.5
1,4.65149,21.0,12.6724532,99.739449377802,94.897006164683,3.6,7.8,8.2
1,5.45153,22.3,12.72693664,99.8967748879838,96.6934487272058,5.3,7.6,9.2
1,5.54587,22.3,8.381681865,95.2881323505275,77.6596264551546,5.2,7.3,8.7
0,18.36997,25.0,17.92089482,95.1854908934904,79.2436751588638,7.5,7.1,16.5
1,4.45515,27.3,10.53568076,99.5476438755299,90.1812393154856,6.3,10.0,6.6
1,4.25363,22.1,5.870147043,99.6313874133782,95.3792970932365,4.2,9.1,7.8
0,14.51377,24.4,12.0392862,99.9702576817895,97.4975170916761,5.3,4.1,11.6
0,19.36109,39.7,12.81319702,98.911030882148,99.6654462844796,6.6,7.6,14.8
0,10.48831,17.0,6.642383374,98.877395807563,77.9916622383446,3.6,3.0,10.0
0,17.89522,31.8,12.83901513,99.6729240850562,84.8330390378037,4.8,9.1,14.3
0,11.57386,29.4,18.84991698,94.9728486329659,78.9736085066512,5.1,5.9,13.3
1,4.88897,20.1,7.205869088,97.7810113640734,88.0858632826874,6.6,6.6,8.0
1,5.14287,31.9,11.40575038,99.6447064367189,89.5929420805534,5.3,7.6,7.3
0,15.96408,30.0,12.18576243,99.9773412392903,97.4800095282539,5.3,5.5,12.6
1,3.08387,23.9,13.75861976,99.9134897576406,89.8842505418256,6.6,12.0,8.1
1,3.09035,16.2,6.642383374,98.9859634045501,77.8376893201704,4.7,3.3,7.4
0,14.84425,30.9,5.62877844,99.6306260454773,88.8876776880585,5.8,5.6,14.0
1,5.32766,31.7,11.53704439,99.2425569011291,89.3730226429661,5.4,9.0,7.4
0,18.05577,22.5,7.854094218,95.9958314677729,79.7848772549725,3.0,4.8,11.2
0,19.13814,27.5,12.72693664,99.8967748879838,96.6934487272058,5.3,7.6,15.9
1,3.38644,25.8,7.454135917,99.257391040286,77.4653546360517,4.7,6.8,8.2
0,16.89192,30.5,8.254802244,95.1567339921988,92.7560834206961,9.1,16.0,15.4
0,21.73064,50.6,12.01165835,96.2544132459902,83.6060839569293,7.8,24.0,31.2
0,23.293,45.5,10.78161948,93.9928811739939,91.0876258455109,7.8,53.0,31.6
1,5.57179,25.1,13.57835046,99.8907299827412,96.582247167168,5.3,5.6,9.4
0,19.65862,31.4,13.57835046,99.8907299827412,96.582247167168,5.3,5.6,16.2
0,13.03324,27.1,12.9910498,99.8253197277443,88.1764293598969,6.6,22.0,12.9
1,4.61404,25.6,18.36521464,99.1847298839003,82.4934011491699,5.8,2.9,10.4
1,4.62202,25.0,15.49744169,99.9808838786015,97.4696877098014,5.3,6.7,10.4
0,11.89236,42.3,14.46980163,99.133636394478,88.3851933544279,5.1,4.4,17.1
1,3.40767,19.6,16.09761447,93.7377560143227,79.0110604604242,5.1,7.3,7.1
1,4.80292,15.0,10.17141578,99.852656974279,98.0626902684487,5.2,8.1,8.7
